Order	City	Node ID	Coordinate X	Coordinate Y	Duration (min)	Profit (eur)	Student 1	Student 2	Student 3	Student 4	Student 5	Student 6	Student 7	Student 8	Student 9	Student 10	Student 11	Student 12	Student 13	Student 14	Student 15	Student 16	Student 17	Student 18	Student 19	Student 20
4987	BUDEL	403	56071546	512824985	12	22	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1
4988	BUDEL	464	55765104	512761887	7	8	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1
4991	BUDEL	469	55469329	512760325	12	38	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1
4992	BUDEL	544	55809144	512771096	7	20	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1
4994	BUDEL	452	55775702	512754138	12	5	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0
5004	BUDEL	315	55725911	512740040	10	11	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1
5005	BUDEL	343	55766409	512735769	11	30	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1
5006	BUDEL	301	55738253	512736037	12	37	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0
5009	BUDEL	358	55732956	512718142	11	25	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0
5010	BUDEL	319	55749270	512744895	10	29	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1
5011	BUDEL-SCHOOT	551	55656503	512488884	10	35	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0
5012	BUDEL	361	55732956	512718142	7	6	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
5015	BUDEL	341	55766409	512735769	6	21	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0
5017	BUDEL	305	55738253	512736037	8	23	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1
5018	BUDEL	311	55721736	512738620	5	16	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1
5036	ASTEN	787	57465406	514056517	7	9	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1
5037	MAARHEEZE	512	56540074	513169402	7	20	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1
5038	SOERENDONK	376	55818231	513068658	11	8	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1
5039	BUDEL	540	55610528	512671069	10	18	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1
5048	SOERENDONK	416	55707701	512998509	12	10	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0
5049	BUDEL	409	55805777	512645048	13	37	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0
5050	BUDEL-SCHOOT	583	55676675	512568753	8	10	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0
5052	BUDEL-SCHOOT	582	55676172	512567381	7	20	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1
5053	MAARHEEZE	213	56151514	513139224	6	10	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0
5055	BUDEL	561	55732212	512758635	8	7	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0
5056	BUDEL	315	55725911	512740040	7	8	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1
5058	GASTEL	266	55540129	512855273	11	32	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0
5061	BUDEL	466	55297404	512863434	10	5	0	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0
5063	MAARHEEZE	251	56151535	513098100	7	9	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0
5080	MAARHEEZE	179	55975846	513195300	13	14	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0
5082	BUDEL DORPLEIN	368	55960111	512363639	12	35	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1
5092	BUDEL	526	55768744	512740204	8	8	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0
5093	BUDEL	175	55879782	512565279	8	29	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1
5097	BUDEL	515	55710027	512773766	8	17	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0
5105	GASTEL	459	55583704	512875215	12	16	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0
5107	GASTEL	200	55525805	512881130	7	22	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1
5109	GASTEL	576	55507560	512860086	8	8	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1
5111	SOERENDONK	184	55775086	513020182	6	18	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0
5114	SOERENDONK	415	55707701	512998509	6	20	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0
5116	BUDEL	521	55673375	512706307	9	6	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0
5126	SOERENDONK	188	55736732	513012236	11	24	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1
5127	BUDEL-SCHOOT	362	55649638	512520225	12	18	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0
5128	BUDEL	423	55764094	512785135	7	10	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1
5131	MAARHEEZE	258	56113026	513088241	11	35	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0
5139	MAARHEEZE	508	56508152	513208968	10	33	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
5140	GASTEL	454	55591543	512882562	6	7	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0
5141	SOERENDONK	571	55787777	512991192	10	31	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1
5142	BUDEL DORPLEIN	564	55854191	512348671	9	15	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0
5144	GASTEL	575	55451726	512843782	6	8	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1
5146	BUDEL-SCHOOT	550	55653205	512480863	10	30	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0
5152	GASTEL	421	55500966	512864091	7	11	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1
5159	BUDEL	563	55737036	512691071	8	7	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1
5166	BUDEL	529	55808335	512714748	10	30	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1
5170	GASTEL	458	55591543	512882562	6	21	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1
5175	GASTEL	274	55569436	512848953	12	22	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0
5176	GASTEL	276	55569436	512848953	11	28	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1
5178	BUDEL-SCHOOT	548	55692838	512512473	7	5	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1
5185	AARLE RIXTEL	74	56399191	515102396	8	15	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0
5189	BUDEL	523	55797017	512747652	5	15	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1
5190	GASTEL	460	55564109	512856849	9	17	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0
5201	BUDEL	566	55762323	512649331	8	10	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1
5202	BUDEL	533	55890429	512785600	12	39	0	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0
5204	SOERENDONK	572	55787777	512991192	13	10	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0
5205	MAARHEEZE	268	56201199	513061991	10	15	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1
5209	MAARHEEZE	499	56295706	513089704	8	21	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0
5215	MAARHEEZE	514	56415851	513239997	11	26	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0
5219	BUDEL	367	55822458	512738790	7	12	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0
5221	BUDEL	335	55999808	512590581	11	29	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0
5224	BUDEL	426	55755154	512739167	5	16	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1
5226	MAARHEEZE	345	56314537	513151506	8	12	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1
5229	MIERLO	630	56339371	514502805	12	6	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
5232	MAARHEEZE	284	56132713	513114693	10	33	0	0	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1
5239	GASTEL	277	55569436	512848953	6	7	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0
5264	MIERLO	633	56203440	514380486	8	20	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1
5296	DEURNE	852	57830273	514623264	11	10	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1
5297	LIESSEL	889	58184273	514155222	5	20	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0
5298	BEEK EN DONK	73	56343381	515286138	13	25	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
5303	MIERLO	667	56148214	514471962	5	11	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
5339	BUDEL	531	55768551	512723152	10	23	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1
5344	ASTEN	734	58393872	513892888	8	24	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
5351	BUDEL-SCHOOT	560	55677179	512570126	6	13	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1
5362	BUDEL	527	55768744	512740204	5	7	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
5407	BUDEL	465	55772346	512775660	9	18	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1
5473	SOMEREN	957	57359071	513561964	6	20	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0
5532	DEURNE	880	58490339	514484702	9	9	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1
5542	MAARHEEZE	255	56109320	513091667	13	31	1	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0
5550	BUDEL-SCHOOT	371	55611499	512491362	5	17	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0
5553	NEERKANT	919	58671331	513859098	5	10	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0
5555	BUDEL	397	55768490	512663439	9	12	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1
5564	BUDEL DORPLEIN	559	55844607	512345518	12	32	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0
5571	GASTEL	422	55500966	512864091	12	33	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0
5576	BEEK EN DONK	93	56360933	515468878	8	19	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0
5636	SOERENDONK	205	55739525	512968248	5	20	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0
5679	ASTEN	736	57448518	514119630	8	20	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0
5682	MIERLO	596	56135928	514436289	5	7	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1
5729	BUDEL	450	55775702	512754138	7	8	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1
5762	AARLE RIXTEL	105	56466666	515116249	12	37	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
5773	DEURNE	850	58114258	514534679	7	22	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1
5787	BUDEL	537	55689784	512788905	6	7	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0
5788	BUDEL	297	56014297	512661378	6	12	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0
5791	ASTEN	680	57383855	514087290	6	8	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0
5792	HEUSDEN GEM ASTEN	773	57634340	513828292	12	25	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0
5793	ASTEN	749	57392174	513994901	11	25	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1
5794	DEURNE	895	57968519	514538469	12	32	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1
5804	SOERENDONK	183	55781698	513055625	10	26	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1
5832	GASTEL	195	55545341	512845249	10	34	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0
5856	SOERENDONK	207	55779523	512919288	12	20	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1
5861	BUDEL-SCHOOT	445	55661451	512500917	7	26	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0
5878	SOMEREN	1094	56989411	513312894	6	18	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0
5882	SOMEREN	985	57070533	513678728	6	8	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0
5888	BUDEL	351	55732956	512718142	6	14	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0
5908	BEEK EN DONK	83	56341323	515472481	6	14	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1
5927	MILHEEZE	101	57861407	515034852	10	32	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0
5929	BUDEL	424	55764094	512785135	11	7	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0
5970	SOMEREN	937	57186528	513785497	7	17	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1
5983	GASTEL	194	55575604	512827705	7	24	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
6010	SOERENDONK	536	55729173	513034802	7	24	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1
6064	DEURNE	841	58658644	514501963	13	12	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0
6094	AARLE RIXTEL	161	56299990	515109152	9	18	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1
6129	STERKSEL	39	56432534	513604892	10	10	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0
6136	BUDEL-SCHOOT	400	55810569	512493622	12	16	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1
6139	ASTEN	760	57317188	514112196	6	9	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0
6144	BUDEL DORPLEIN	369	55960111	512363639	10	6	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1
6147	BUDEL	518	55682133	512689071	11	36	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1
6168	MAARHEEZE	246	56157251	513122223	8	26	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
6169	HEUSDEN GEM ASTEN	775	57758624	513799148	12	39	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
6181	DEURNE	872	57932197	514506798	12	21	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1
6217	BUDEL	356	55732956	512718142	10	32	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0
6224	BUDEL	303	55738253	512736037	6	8	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0
6248	MIERLO	607	56192566	514423267	11	16	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1
6249	BUDEL	317	55900310	512656664	10	20	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0
6255	DE RIPS	48	58313738	515470904	8	17	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1
6260	HEUSDEN GEM ASTEN	695	57679378	513811429	5	12	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0
6270	DEURNE	871	57938642	514498084	12	29	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1
6272	BUDEL DORPLEIN	556	55683317	512374472	11	25	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1
6274	DEURNE	906	57951235	514638623	11	15	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0
6286	BUDEL	172	55872622	512817036	9	6	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1
6289	SOERENDONK	187	55732337	513005525	9	26	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1
6315	MAARHEEZE	230	56076186	513092583	9	6	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1
6316	SOERENDONK	572	55787777	512991192	6	14	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0
6321	DEURNE	877	58058617	514510208	7	18	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0
6322	DEURNE	917	57763977	514658013	8	17	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1
6340	MAARHEEZE	243	56167717	513111735	9	11	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1
6359	BUDEL	468	55469329	512760325	10	33	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1
6360	ASTEN	833	57435981	514049446	10	25	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1
6378	DEURNE	844	57970282	514831312	7	17	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0
6395	SOERENDONK	267	55599972	512965270	6	21	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1
6428	DEURNE	914	57781957	514658502	9	14	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0
6478	MIERLO	619	56209304	514443321	10	14	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0
6498	MAARHEEZE	470	56287167	513091130	6	8	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1
6503	MAARHEEZE	260	56109320	513091667	5	9	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1
6527	OMMEL	692	57178951	514354581	11	16	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1
6587	MAARHEEZE	281	56132713	513114693	10	23	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0
6603	BUDEL-SCHOOT	363	55658565	512519344	7	8	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1
6654	ASTEN	694	57480240	514036357	10	24	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0
6759	DE RIPS	149	58180049	515360179	11	28	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0
6771	MAARHEEZE	472	56295706	513089704	5	14	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0
6809	BUDEL	312	55712523	512744033	6	11	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1
6813	AARLE RIXTEL	153	56496977	515119386	8	15	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1
6828	SOMEREN	984	56982105	513645018	5	10	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1
6863	HEUSDEN GEM ASTEN	775	57758624	513799148	8	15	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0
6865	BUDEL	325	55836391	512679827	12	30	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0
6887	BUDEL	437	55813789	512867419	8	22	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1
6888	BUDEL	394	55768490	512663439	8	25	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0
6895	LIESSEL	892	58325496	514108430	11	24	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1
6912	ASTEN	705	57543850	514149380	9	30	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0
6925	BUDEL	348	55732956	512718142	10	12	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0
6955	MIERLO	600	56159735	514434084	8	8	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1
7009	SOMEREN-EIND	994	57352532	513642479	10	8	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0
7011	MIERLO	632	56192428	514387856	6	11	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0
7040	MIERLO	671	56151711	514456558	8	21	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1
7070	SOMEREN	998	57364826	513571595	9	6	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1
7072	MIERLO	645	56219321	514462867	13	9	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0
7083	SOMEREN-EIND	1095	57389864	513536923	6	8	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0
7097	SOMEREN	944	56984353	513827007	13	33	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0
7104	SOERENDONK	308	55734602	513023563	9	26	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1
7133	SOMEREN-EIND	1086	57416289	513636136	7	19	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1
7137	SOMEREN	937	57186528	513785497	11	29	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
7161	SOERENDONK	504	55911524	513110766	11	35	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0
7184	DEURNE	902	57922114	514628320	12	11	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1
7205	BEEK EN DONK	66	56297612	515382092	11	38	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1
7211	BUDEL	351	55732956	512718142	10	6	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0
7226	BAKEL	51	57471224	515031656	11	9	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1
7237	MIERLO	606	56192566	514423267	9	5	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
7300	BUDEL	412	55811560	512649429	9	18	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0
7308	BUDEL	365	55723666	512635389	7	12	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1
7309	MAARHEEZE	224	56113773	513135641	10	18	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1
7314	MIERLO	603	56187409	514433911	7	11	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0
7315	MIERLO	633	56203440	514380486	13	43	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7316	MIERLO	605	56255323	514422893	13	33	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1
7355	STERKSEL	156	56250709	513603305	9	23	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1
7357	STERKSEL	156	56250709	513603305	8	29	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1
7359	STERKSEL	156	56250709	513603305	6	19	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	0
7365	STERKSEL	156	56250709	513603305	10	25	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1
7370	STERKSEL	156	56250709	513603305	8	15	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1
7371	STERKSEL	156	56250709	513603305	10	11	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0
7372	STERKSEL	156	56250709	513603305	9	7	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0
7373	STERKSEL	156	56250709	513603305	12	11	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
7374	SOMEREN	978	57279824	513669394	11	9	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0
7424	SOMEREN	1010	57304212	513564900	12	8	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1
7430	LIEROP	1087	56780122	514199592	12	20	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
7437	MIERLO	675	56174012	514477414	6	17	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1
7472	LIEROP	1088	56803100	514507567	6	10	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1
7477	MIERLO	615	56249605	514407039	8	12	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0
7480	BUDEL	384	55632729	512679441	10	9	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0
7492	MAARHEEZE	488	56295706	513089704	10	28	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0
7505	SOMEREN	948	57327085	513622185	12	7	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1
7541	BUDEL-SCHOOT	364	55658565	512519344	12	31	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
7610	SOMEREN	1026	57257785	513293978	7	18	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0
7617	MAARHEEZE	244	56167717	513111735	6	17	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1
7618	MIERLO	651	56219321	514462867	8	10	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0
7646	SOMEREN-EIND	981	57279824	513669394	7	8	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1
7694	SOMEREN	1080	57375883	513616048	6	13	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0
7706	AARLE RIXTEL	52	56458187	515042843	13	14	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1
